"brand","model","model_year","fuel_type","transmission","ext_col","int_col","accident","clean_title","Horsepower","Engine_Size","Cylinders","Mileage","Price"
"Mercedes-Benz","C-Class C 300 4MATIC",2022,"Gasoline","9-Speed Automatic","Cirrus Silver Metallic","AMG Black","None reported","No",332.283838699594,2,6,8583,42999
"Dodge","Dakota SLT",2003,"Gasoline","A/T","Red","Gray","At least 1 accident or damage reported","Yes",230,4.7,8,141800,5700
"Audi","A5 2.0T Premium Plus",2012,"Gasoline","8-Speed A/T","White","Black","None reported","Yes",211,2,4,77000,13800
"Audi","A5 2.0T Premium",2018,"Gasoline","Transmission w/Dual Shift Mode","Pink","Brown","At least 1 accident or damage reported","Yes",252,2,4,67035,31500
"Audi","S5 3.0 Premium Plus",2012,"Gasoline","7-Speed A/T","White","Gray","None reported","Yes",333,3,6,61450,19500
"Porsche","Panamera GTS",2015,"Gasoline","Transmission w/Dual Shift Mode","Black","Black","None reported","Yes",440,4.8,8,39500,52590
"Mercedes-Benz","AMG GT C",2020,"Gasoline","Transmission w/Dual Shift Mode","Black","Beige","None reported","Yes",550,4,8,6600,128900
"Chevrolet","Camaro 2SS",2023,"Gasoline","6-Speed M/T","Red","Black","None reported","Yes",455,6.2,8,2300,51500
"Audi","Q7 Premium Plus",2023,"Hybrid","Automatic","Mythos Black","Black","None reported","No",332.283838699594,3.71083587046776,6,10601,61998
"Maserati","GranTurismo MC",2018,"Gasoline","Transmission w/Dual Shift Mode","Red","Black","None reported","Yes",454,4.7,8,18000,67000
"GMC","Sierra 2500 AT4",2022,"Gasoline","Automatic","Cayenne Red Tintcoat","Jet Black","At least 1 accident or damage reported","No",332.283838699594,6.6,6,31681,67963
"Cadillac","XT6 Sport AWD",2020,"Gasoline","9-Speed Automatic","Garnet Red Metallic","Jet Black","At least 1 accident or damage reported","No",332.283838699594,3.6,6,24114,49427
"Jeep","Grand Cherokee L Laredo",2022,"Gasoline","Automatic","Bright White Clearcoat","Global Black","","No",332.283838699594,3.6,6,22109,43389
"Chevrolet","Avalanche 1500 LT",2012,"E85 Flex Fuel","A/T","Black","Black","None reported","Yes",320,5.3,8,148000,18000
"BMW","M5 Base",2018,"Gasoline","Transmission w/Dual Shift Mode","White","White","None reported","Yes",600,4.4,8,41000,60200
"Nissan","Titan SE",2009,"E85 Flex Fuel","A/T","Brown","Gray","None reported","Yes",317,5.6,8,127600,19500
"Dodge","Ram 1500 SRT-10 Quad Cab",2005,"Gasoline","4-Speed A/T","Red","Black","At least 1 accident or damage reported","Yes",500,8.3,0,138450,19000
"GMC","Sierra 1500 SLT",2013,"E85 Flex Fuel","A/T","White","Black","None reported","Yes",315,5.3,8,230000,15500
"Lexus","RX 350 F Sport",2017,"Gasoline","A/T","Black","Red","None reported","Yes",295,3.5,6,53649,33000
"Mercedes-Benz","GL-Class GL 450 4MATIC",2012,"Gasoline","7-Speed A/T","Black","Black","At least 1 accident or damage reported","Yes",335,4.6,8,174000,11999
"INFINITI","QX80 Luxe",2022,"Gasoline","Automatic","Black Obsidian","Graphite","At least 1 accident or damage reported","Yes",332.283838699594,5.6,6,49860,47645
"Mercedes-Benz","AMG C 63 S",2021,"Gasoline","9-Speed A/T","Blue","Black","None reported","Yes",503,4,8,13650,75000
"BMW","528 i xDrive",2016,"Gasoline","A/T","Brown","Brown","At least 1 accident or damage reported","Yes",240,2,4,134000,13500
"Porsche","911 Carrera",2014,"Gasoline","Transmission w/Dual Shift Mode","Brown","Brown","None reported","Yes",350,3.4,6,78000,68000
"Porsche","Boxster S",2005,"Gasoline","A/T","Blue","Gray","None reported","Yes",280,3.2,6,65750,21750
"BMW","X6 M Base",2021,"Gasoline","8-Speed A/T","Black","Black","None reported","Yes",600,4.4,8,18000,94000
"Ford","Mustang Premium",2007,"Gasoline","A/T","White","Black","None reported","Yes",210,4,6,121630,9450
"Rivian","R1S Launch Edition",2023,"","1-Speed A/T","Silver","Gray","None reported","Yes",835,3.71083587046776,6,4500,89999
"Volvo","XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger",2022,"Hybrid","8-Speed Automatic","Black","Gray","None reported","No",332.283838699594,2,6,9408,61999
"BMW","528 i xDrive",2016,"Gasoline","A/T","White","White","None reported","Yes",240,2,4,120000,16000
"Cadillac","Escalade ESV Platinum",2016,"Gasoline","8-Speed A/T","White","Beige","None reported","Yes",420,6.2,8,168600,29500
"Chevrolet","Corvette Base",2004,"Gasoline","6-Speed M/T","Gray","Black","None reported","Yes",350,5.7,8,43705,25900
"Audi","A5 2.0T Premium",2013,"Gasoline","Transmission w/Dual Shift Mode","Blue","Beige","None reported","Yes",211,2,4,111000,11500
"Audi","TT 2.0T Premium",2012,"Gasoline","Transmission w/Dual Shift Mode","Silver","Black","None reported","Yes",211,2,4,64549,17000
"Buick","LaCrosse CX",2007,"Gasoline","4-Speed A/T","Red","Gray","None reported","Yes",200,3.8,6,53000,6500
"Chevrolet","Camaro 2SS",2017,"Gasoline","8-Speed A/T","White","Black","None reported","Yes",455,6.2,8,13465,44900
"Tesla","Model Y Long Range",2023,"","A/T","White","Black","None reported","Yes",425,3.71083587046776,6,5844,52000
"BMW","M3 Base",2015,"Gasoline","M/T","Gray","Black","None reported","Yes",425,3,6,74000,40000
"Kia","Optima LX",2011,"Gasoline","A/T","Red","Unknown","At least 1 accident or damage reported","Yes",200,2.4,4,100331,6900
"Toyota","Supra 3.0 Premium",2022,"Gasoline","A/T","Black","Black","None reported","Yes",382,3,6,24850,53568
"Lincoln","Nautilus Reserve",2021,"Gasoline","8-Speed Automatic","Pristine White","Slate","None reported","No",332.283838699594,2,6,17467,43860
"Nissan","Pathfinder SL",2015,"Gasoline","A/T","Gray","Black","None reported","Yes",260,3.5,6,115000,11995
"BMW","X5 xDrive50i",2015,"Gasoline","Transmission w/Dual Shift Mode","Black","Brown","At least 1 accident or damage reported","Yes",445,4.4,8,72000,26500
"Mazda","MazdaSpeed3 Grand Touring",2008,"Gasoline","6-Speed M/T","Black","Black","At least 1 accident or damage reported","Yes",263,2.3,4,162000,6500
"GMC","Yukon XL SLT",2017,"Gasoline","A/T","Black","Black","None reported","Yes",355,5.3,8,47589,45500
"Toyota","bZ4X Limited",2023,"","Automatic","Wind Chill Pearl","Black","None reported","No",332.283838699594,3.71083587046776,6,6548,41999
"RAM","ProMaster 2500 High Roof",2018,"Gasoline","6-Speed A/T","White","Gray","None reported","Yes",280,3.6,6,10339,36990
"RAM","1500 Classic SLT",2021,"Gasoline","8-Speed Automatic","Patriot Blue Pearlcoat","Black","None reported","Yes",332.283838699594,3.6,6,32092,35113
"Lexus","GS 350 Base",2014,"Gasoline","Automatic","Nebula Gray Pearl","Black","At least 1 accident or damage reported","No",332.283838699594,3.71083587046776,6,85275,23998
"Hyundai","Tucson Limited",2016,"Gasoline","7-Speed A/T","Brown","Beige","None reported","Yes",175,1.6,4,138000,10990
"Chevrolet","SSR Base",2003,"Gasoline","A/T","Red","Black","None reported","Yes",300,5.3,8,87500,16999
"Maserati","GranTurismo Base",2013,"Gasoline","6-Speed A/T","Gray","Brown","None reported","Yes",440,4.7,8,34920,38900
"Tesla","Model X Performance",2020,"","1-Speed Automatic","Black","Black","None reported","No",332.283838699594,3.71083587046776,6,27224,65999
"BMW","M2 Base",2018,"Gasoline","7-Speed A/T","Black","Black","None reported","Yes",365,3,6,25000,52000
"Tesla","Model Y Long Range",2021,"","A/T","Red","Black","None reported","Yes",425,3.71083587046776,6,14642,48500
"Subaru","Outback 2.5i Limited",2015,"Gasoline","CVT Transmission","Gray","Black","None reported","Yes",175,2.5,4,162000,13999
"Buick","Roadmaster Estate",1996,"Gasoline","4-Speed A/T","White","Beige","At least 1 accident or damage reported","Yes",260,5.7,8,119500,16999
"Land","Rover Range Rover 5.0L Supercharged",2017,"Gasoline","A/T","Silver","Black","None reported","Yes",510,5,8,101800,36500
"Ford","Expedition Max XLT",2021,"Gasoline","10-Speed Automatic","Blue","Ebony","None reported","Yes",332.283838699594,3.5,6,84351,42691
"Nissan","Leaf SL",2012,"","1-Speed A/T","White","Beige","None reported","Yes",107,3.71083587046776,6,26930,6700
"Toyota","Tacoma TRD Pro",2019,"Gasoline","6-Speed","Super White","Black","None reported","No",332.283838699594,3.5,6,40698,42886
"Mercedes-Benz","AMG GT 63 S 4-Door",2020,"Gasoline","9-Speed A/T","Black","Red","None reported","Yes",630,4,8,40000,112500
"BMW","230 i",2019,"Gasoline","8-Speed A/T","Blue","Beige","At least 1 accident or damage reported","Yes",248,2,4,30000,29000
"Lexus","ES 350 Base",2007,"Gasoline","6-Speed A/T","Silver","Beige","At least 1 accident or damage reported","Yes",272,3.5,6,78980,10600
"Porsche","911 Carrera S Cabriolet",2007,"Gasoline","6-Speed Manual","White","Beige","","No",332.283838699594,3.8,6,28844,69995
"Porsche","Taycan Turbo",2020,"","Single-Speed Fixed Gear","BLACK","BEIGE","None reported","No",332.283838699594,3.71083587046776,6,21028,96900
"Maserati","Levante Modena",2023,"Gasoline","8-Speed Automatic","Blu","Black","None reported","Yes",332.283838699594,3,6,5409,88950
"Dodge","Challenger SRT Hellcat",2020,"Gasoline","8-Speed A/T","Black","Black","At least 1 accident or damage reported","Yes",717,6.2,8,12700,69900
"Mazda","Mazda6 Touring",2021,"Gasoline","A/T","Blue","Black","","No",187,2.5,4,19000,25900
"Audi","S4 3.0T Premium",2019,"Gasoline","A/T","Black","Black","None reported","Yes",349,3,6,12000,48000
"Ford","Mustang GT Premium",2016,"Gasoline","6-Speed M/T","Black","Black","None reported","Yes",435,5,8,25717,33900
"Tesla","Model Y Long Range",2022,"","A/T","Blue","Black","None reported","Yes",425,3.71083587046776,6,12055,44400
"Audi","TTS 2.0T Premium Plus",2011,"Gasoline","6-Speed A/T","Orange","Unknown","At least 1 accident or damage reported","Yes",265,2,4,69700,23000
"BMW","M2 Competition",2020,"Gasoline","7-Speed A/T","Black","Black","None reported","Yes",405,3,6,25013,55000
"Audi","Q4 e-tron Sportback Premium",2023,"","A/T","Blue","Black","None reported","Yes",295,3.71083587046776,6,1156,54900
"BMW","740 i",2016,"Gasoline","8-Speed A/T","Gray","Black","None reported","Yes",320,3,6,57939,27500
"Mercedes-Benz","AMG GLE 43 Coupe 4MATIC",2018,"Gasoline","Transmission w/Dual Shift Mode","Gray","Black","None reported","Yes",385,3,6,52694,49999
"Mercedes-Benz","S-Class S 550 4MATIC",2015,"Gasoline","7-Speed A/T","White","Beige","None reported","Yes",449,4.7,8,54000,37000
"Honda","S2000 Base",2002,"Gasoline","6-Speed M/T","Yellow","Red","None reported","Yes",240,2,4,110500,27000
"Chevrolet","Corvette Base",2000,"Gasoline","6-Speed M/T","Yellow","Black","None reported","Yes",345,5.7,8,97500,10000
"Chevrolet","Colorado Z71",2020,"Gasoline","Automatic","Red","Jet Black","None reported","Yes",332.283838699594,3.6,6,20909,35387
"Mercedes-Benz","S-Class S 63 AMG",2013,"Gasoline","7-Speed A/T","Silver","Black","None reported","Yes",536,5.5,8,77648,40000
"Bentley","Continental GTC Base",2013,"Gasoline","8-Speed A/T","Black","Black","None reported","Yes",616,6,2,79422,64000
"GMC","Sierra 2500 SLE H/D Extended Cab",2002,"Gasoline","A/T","Silver","Gray","At least 1 accident or damage reported","Yes",340,8.1,8,53850,16900
"Audi","SQ5 3.0T Premium",2020,"Gasoline","8-Speed A/T","Blue","Black","None reported","Yes",349,3,6,21832,42000
"Toyota","Corolla iM Base",2017,"Gasoline","6-Speed M/T","Black","Black","None reported","Yes",137,1.8,4,41932,18700
"GMC","Yukon XL SLT",2017,"Gasoline","A/T","Blue","Black","At least 1 accident or damage reported","Yes",355,5.3,8,110000,34999
"Toyota","Tundra 1794",2020,"Gasoline","A/T","Black","Brown","None reported","Yes",381,5.7,8,67400,47500
"Subaru","WRX Premium",2017,"Gasoline","M/T","Red","Black","At least 1 accident or damage reported","Yes",268,2,4,62662,24000
"Subaru","WRX Base",2015,"Gasoline","M/T","White","Black","At least 1 accident or damage reported","Yes",268,2,4,102000,18000
"INFINITI","Q50 Premium",2014,"Gasoline","7-Speed A/T","Red","White","At least 1 accident or damage reported","Yes",328,3.7,6,79785,16488
"Chevrolet","Suburban Premier",2017,"Gasoline","6-Speed A/T","White","Beige","At least 1 accident or damage reported","Yes",355,5.3,8,166549,24950
"Toyota","Sequoia Limited",2006,"Gasoline","A/T","Black","Gray","At least 1 accident or damage reported","Yes",273,4.7,8,190656,8900
"Porsche","Cayenne GTS",2009,"Gasoline","Transmission w/Dual Shift Mode","Black","Black","None reported","Yes",405,4.8,8,135606,15000
"Kia","Telluride S",2023,"Gasoline","8-Speed A/T","Blue","Black","None reported","Yes",291,3.8,6,14700,39900
"Mercedes-Benz","AMG E 63 S 4MATIC",2019,"Gasoline","9-Speed A/T","Gray","Black","At least 1 accident or damage reported","Yes",603,4,8,12985,96000
"BMW","Z4 sDrive35is",2014,"Gasoline","Transmission w/Dual Shift Mode","White","Red","None reported","Yes",335,3,6,4200,64995
"Subaru","Impreza 2.0i Sport",2017,"Gasoline","5-Speed M/T","Red","Black","None reported","Yes",152,2,4,44000,23500
"Dodge","Dart SE",2015,"Gasoline","6-Speed M/T","Black","Black","None reported","Yes",160,2,4,66000,12000
"Land","Rover Range Rover P525 Westminster",2021,"Gasoline","8-Speed Automatic","Santorini Black Metallic","Ebony","None reported","No",332.283838699594,5,6,17945,89900
"Nissan","370Z Base",2013,"Gasoline","6-Speed M/T","Red","Black","None reported","Yes",332,3.7,6,106700,17500
"Cadillac","Escalade ESV Luxury",2020,"Gasoline","10-Speed A/T","Black","Black","None reported","Yes",420,6.2,8,120000,55000
"Mercedes-Benz","E-Class E 350",2012,"Gasoline","Transmission w/Dual Shift Mode","White","Beige","None reported","Yes",302,3.5,6,59600,19900
"Kia","Optima Hybrid EX",2012,"Hybrid","A/T","Black","Black","None reported","Yes",206,2.4,4,117220,8900
"Chevrolet","Silverado 3500 LTZ",2022,"Diesel","10-Speed A/T","Silver","Gray","None reported","Yes",445,6.6,8,85200,67500
"Volkswagen","Golf GTI 2.0T SE 4-Door",2018,"Gasoline","6-Speed M/T","White","Black","None reported","Yes",220,2,4,63450,24325
"Dodge","Ram 1500 SRT-10",2004,"Gasoline","6-Speed M/T","Black","Gray","None reported","Yes",500,8.3,0,73000,22500
"Scion","tC Anniversary Edition",2014,"Gasoline","6-Speed M/T","Silver","Silver","None reported","Yes",179,2.5,4,115000,11495
"Land","Rover Range Rover 5.0L Supercharged Autobiography",2016,"Gasoline","8-Speed A/T","Black","Brown","None reported","Yes",510,5,8,56000,49900
"Lexus","LS 500 Base",2018,"Gasoline","Automatic, 10-Spd","–","Unknown","None reported","No",332.283838699594,3.5,6,67296,40900
"Chevrolet","Suburban 1500 LT",2015,"Gasoline","6-Speed A/T","Black","Unknown","At least 1 accident or damage reported","Yes",355,5.3,8,179200,16000
"Maserati","GranTurismo Base",2015,"Gasoline","6-Speed A/T","White","Red","None reported","Yes",444,4.7,8,28000,44999
"Porsche","911 Carrera Turbo",2003,"Gasoline","6-Speed M/T","Black","Black","None reported","Yes",415,3.6,6,155000,55000
"Hyundai","Sonata Hybrid Base",2012,"Hybrid","A/T","Green","Gray","At least 1 accident or damage reported","Yes",206,2.4,4,154000,8500
"Cadillac","CTS Luxury",2012,"Gasoline","6-Speed A/T","Red","Beige","At least 1 accident or damage reported","Yes",270,3,6,62500,18955
"BMW","323 Ci",2000,"Gasoline","5-Speed A/T","Silver","Black","None reported","Yes",170,2.5,6,177700,2500
"Tesla","Model 3 Standard Range Plus",2019,"","A/T","Black","Black","At least 1 accident or damage reported","Yes",332.283838699594,3.71083587046776,6,83700,26000
"Nissan","370Z Touring",2012,"Gasoline","6-Speed M/T","Gray","Black","None reported","Yes",332,3.7,6,65000,21500
"Mercedes-Benz","GLS 450 Base 4MATIC",2018,"Gasoline","Automatic","Black","Unknown","At least 1 accident or damage reported","No",332.283838699594,3.71083587046776,6,62808,38598
"Ford","Mustang GT Premium",2021,"Gasoline","6-Speed M/T","Red","Black","None reported","Yes",460,5,8,3000,49500
"Audi","Q5 2.0T Premium",2012,"Gasoline","A/T","Gray","Unknown","None reported","Yes",211,2,4,119000,12000
"RAM","2500 Big Horn",2013,"Diesel","6-Speed A/T","Brown","Beige","None reported","Yes",350,6.7,6,198868,25000
"Dodge","Ram 1500 ST",2011,"Gasoline","A/T","Silver","Black","At least 1 accident or damage reported","Yes",210,3.7,6,188000,8500
"Mercedes-Benz","C-Class C 300 4MATIC Sport",2013,"Gasoline","A/T","Black","Black","None reported","Yes",248,3.5,6,157405,10750
"Dodge","Challenger SRT Hellcat",2016,"Gasoline","8-Speed A/T","Blue","Black","None reported","Yes",707,6.2,8,8228,62500
"Land","Rover Range Rover 3.0L Supercharged HSE",2018,"Gasoline","A/T","Blue","Beige","None reported","Yes",380,3,6,73101,42950
"BMW","M4 Base",2018,"Gasoline","6-Speed M/T","White","White","None reported","Yes",425,3,6,10950,60995
"Mercedes-Benz","S-Class S 560 4MATIC",2018,"Gasoline","A/T","Black","Unknown","At least 1 accident or damage reported","Yes",463,4,8,63160,47000
"Land","Rover Range Rover 5.0L V8 Supercharged",2019,"Gasoline","Automatic, 8-Spd","–","Unknown","None reported","No",332.283838699594,3.71083587046776,6,31866,68900
"Chevrolet","Express 3500 Base",2009,"Gasoline","A/T","White","Gray","None reported","Yes",319,6,8,75000,18900
"Toyota","4Runner TRD Pro",2016,"Gasoline","A/T","Black","Black","At least 1 accident or damage reported","Yes",270,4,6,98000,36000
"Mazda","MX-5 Miata Grand Touring",2012,"Gasoline","6-Speed M/T","Red","Beige","None reported","Yes",167,2,4,33576,18900
"Volkswagen","Touareg VR6 Lux",2012,"Gasoline","A/T","Gray","Beige","At least 1 accident or damage reported","Yes",280,3.6,6,123200,12449
"Jaguar","XJ Base",2013,"Gasoline","A/T","Blue","White","None reported","Yes",340,3,6,112000,8800
"Chevrolet","Camaro 2SS",2010,"Gasoline","6-Speed A/T","Gray","Gray","At least 1 accident or damage reported","Yes",426,6.2,8,68000,19500
"INFINITI","G37 x",2012,"Gasoline","Transmission w/Dual Shift Mode","Red","Black","At least 1 accident or damage reported","Yes",328,3.7,6,120000,14500
"BMW","X6 xDrive50i",2019,"Gasoline","8-Speed A/T","Silver","Black","At least 1 accident or damage reported","Yes",445,4.4,8,45000,46999
"Chevrolet","Camaro LT1",2022,"Gasoline","10-Speed A/T","Gray","Black","None reported","Yes",455,6.2,8,6700,39500
"Porsche","Taycan Base",2021,"","2-Speed Automatic","Gentian Blue Metallic","Black","None reported","No",332.283838699594,3.71083587046776,6,6785,108900
"Mercedes-Benz","S-Class S 63 AMG",2015,"Gasoline","7-Speed A/T","White","Unknown","None reported","Yes",577,5.5,8,40900,59750
"Cadillac","Escalade ESV Premium Luxury",2018,"Gasoline","10-Speed A/T","Gold","Brown","None reported","Yes",420,6.2,8,74150,45000
"Toyota","Camry Hybrid XLE",2014,"Hybrid","A/T","Silver","Gray","None reported","Yes",200,2.5,4,94448,15999
"Audi","A6 3.0T Prestige",2015,"Gasoline","Transmission w/Dual Shift Mode","Black","Brown","None reported","Yes",310,3,6,108000,19998
"BMW","X5 M Base",2012,"Gasoline","Transmission w/Dual Shift Mode","White","Orange","At least 1 accident or damage reported","Yes",555,4.4,8,118000,17000
"Jaguar","F-PACE SVR",2020,"Gasoline","Transmission w/Dual Shift Mode","Black","Black","None reported","Yes",550,5,8,38800,57500
"BMW","740 i",2017,"Gasoline","Transmission w/Dual Shift Mode","White","Black","None reported","Yes",320,3,6,55000,40000
"BMW","M340 i xDrive",2021,"Hybrid","8-Speed A/T","Blue","Beige","At least 1 accident or damage reported","Yes",382,3,6,34967,49999
"Jeep","Wrangler Unlimited Sport",2016,"Gasoline","5-Speed A/T","Black","Black","None reported","Yes",285,3.6,6,85325,30000
"RAM","2500 Tradesman",2018,"Gasoline","6-Speed A/T","Gray","Gray","None reported","Yes",410,6.4,8,63750,36000
"Ford","Mustang V6",2016,"Gasoline","6-Speed A/T","Black","Black","None reported","Yes",300,3.7,6,87248,19999
"BMW","328 i",1997,"Gasoline","5-Speed M/T","Red","Black","At least 1 accident or damage reported","Yes",190,2.8,6,206000,15900
"Mercedes-Benz","GL-Class GL 450",2011,"Gasoline","7-Speed A/T","White","Black","None reported","Yes",335,4.7,8,112854,11999
"Rivian","R1S Adventure Package",2023,"","A/T","Green","Black","None reported","Yes",835,3.71083587046776,6,1150,96850
"Tesla","Model Y Long Range",2023,"","A/T","Blue","Black","None reported","Yes",425,3.71083587046776,6,10000,48000
"Mercedes-Benz","E-Class E 350",2022,"Gasoline","9-Speed A/T","Gray","Black","None reported","Yes",255,2,4,14100,53000
"BMW","X7 xDrive40i",2023,"Hybrid","8-Speed A/T","Black","Black","None reported","Yes",375,3,6,14360,85495
"Chevrolet","Trailblazer RS",2023,"Gasoline","9-Speed A/T","Blue","Black","None reported","Yes",155,1.3,3,10000,32000
"Chevrolet","Suburban 1500 LTZ",2015,"Gasoline","A/T","Black","Black","None reported","Yes",355,5.3,8,217500,20000
"Chevrolet","Suburban Premier",2021,"Gasoline","10-Speed Automatic","Midnight Blue Metallic","Jet Black","None reported","Yes",332.283838699594,5.3,6,73846,60995
"Jeep","Gladiator Overland",2020,"Gasoline","Transmission w/Dual Shift Mode","Gray","Black","None reported","Yes",285,3.6,6,40000,45000
"GMC","Yukon XL AT4",2023,"Gasoline","10-Speed A/T","Black","Black","None reported","Yes",355,5.3,8,9980,82000
"Mazda","Mazda6 Grand Touring Reserve",2019,"Gasoline","6-Speed A/T","Black","Black","None reported","Yes",227,2.5,4,41997,24995
"Alfa","Romeo Giulia Ti",2021,"Gasoline","8-Speed A/T","Blue","Brown","None reported","Yes",280,2,4,2000,39000
"Mercedes-Benz","CLA-Class CLA 250",2016,"Gasoline","Transmission w/Dual Shift Mode","Black","Black","At least 1 accident or damage reported","Yes",208,2,4,42750,22999
"BMW","330 330i xDrive",2019,"Gasoline","Automatic","Alpine White","Canberra Beige","None reported","No",332.283838699594,3.71083587046776,6,19473,31698
"Volkswagen","Beetle 2.0T S",2019,"Gasoline","A/T","Black","Gray","None reported","Yes",174,2,4,35340,23000
"Mercedes-Benz","CLK-Class CLK 350",2008,"Gasoline","7-Speed A/T","White","Beige","At least 1 accident or damage reported","Yes",268,3.5,6,93000,12000
"Audi","RS 7 4.0T Prestige",2014,"Gasoline","8-Speed A/T","White","Black","At least 1 accident or damage reported","Yes",560,4,8,66150,47995
"Volvo","XC60 Recharge Plug-In Hybrid T8 Inscription",2022,"Plug-In Hybrid","8-Speed A/T","Blue","Beige","None reported","Yes",455,2,4,19352,54599
"Land","Rover Range Rover Supercharged LWB",2020,"Gasoline","A/T","Black","Black","None reported","Yes",518,5,8,81000,64800
"Toyota","Sequoia Limited",2011,"Gasoline","6-Speed A/T","Gold","Beige","None reported","Yes",381,5.7,8,183000,16000
"Jeep","Wrangler X",2004,"Gasoline","M/T","Green","Green","At least 1 accident or damage reported","Yes",190,4,6,44000,24999
"Audi","S5 3.0T Premium",2021,"Gasoline","8-Speed A/T","Gray","Gray","None reported","Yes",349,3,6,18100,51800
"Land","Rover Range Rover Sport Supercharged",2011,"Gasoline","Transmission w/Dual Shift Mode","Blue","Brown","At least 1 accident or damage reported","Yes",510,5,8,40000,20000
"Mercedes-Benz","Sprinter 2500",2011,"Diesel","5-Speed A/T","Black","Gray","None reported","Yes",188,3,6,120000,31999
"Toyota","Sequoia Platinum",2023,"Hybrid","10-Speed A/T","Blue","Gray","None reported","Yes",437,3.4,6,325,84997
"Maserati","Quattroporte S GranLusso",2017,"Gasoline","A/T","Blue","Black","None reported","Yes",405,3,6,55000,39100
"Lamborghini","Aventador SVJ Base",2021,"Gasoline","7-Speed","–","Nero Ade","None reported","Yes",332.283838699594,6.5,6,6987,749950
"Ford","Mustang Bullitt",2019,"Gasoline","6-Speed M/T","Black","Black","At least 1 accident or damage reported","Yes",480,5,8,48500,44999
"RAM","2500 Tradesman",2018,"Diesel","6-Speed A/T","Gray","Black","None reported","Yes",350,6.7,6,52000,50000
"Toyota","FJ Cruiser Base",2007,"Gasoline","A/T","Silver","Black","At least 1 accident or damage reported","Yes",239,4,6,179000,17900
"Dodge","Charger Scat Pack",2019,"Gasoline","8-Speed A/T","Silver","Red","None reported","Yes",485,6.4,8,42626,42000
"Lexus","GX 460 Base",2018,"Gasoline","Transmission w/Dual Shift Mode","Gray","Black","At least 1 accident or damage reported","Yes",301,4.6,8,65900,34700
"Genesis","GV80 2.5T",2022,"Gasoline","8-Speed Automatic","Black","Black","None reported","No",332.283838699594,2.5,6,7523,54543
"Jaguar","F-PACE 30t R-Sport",2019,"Gasoline","Automatic","Yulong","Ebony","None reported","No",332.283838699594,3.71083587046776,6,34365,59598
"Kia","Sportage S",2021,"Gasoline","6-Speed Automatic","Hyper Red","Black","None reported","Yes",332.283838699594,2.4,6,16949,24995
"Mercedes-Benz","S-Class S 580 4MATIC",2022,"Hybrid","9-Speed A/T","White","White","None reported","Yes",496,4,8,7968,104999
"Porsche","Panamera Base",2018,"Gasoline","Transmission w/Dual Shift Mode","Gray","Gray","None reported","Yes",330,3,6,61000,57500
"INFINITI","QX80 Base",2018,"Gasoline","7-Speed Automatic","Black","Graphite","None reported","No",332.283838699594,5.6,6,100564,23105
"Ford","Maverick Lariat",2022,"Hybrid","CVT Transmission","Blue","Brown","None reported","Yes",191,2.5,4,13700,39500
"Kia","Telluride SX",2021,"Gasoline","8-Speed Automatic","Ebony Black","Black","None reported","No",332.283838699594,3.8,6,38612,42242
"Chevrolet","Colorado Z85",2005,"Gasoline","A/T","Blue","Gray","At least 1 accident or damage reported","Yes",220,3.5,5,155000,7995
"Mercedes-Benz","E-Class E 550",2017,"Gasoline","Transmission w/Dual Shift Mode","Gray","White","None reported","Yes",402,4.7,8,56000,35750
"Land","Rover Range Rover Sport SVR",2022,"Gasoline","8-Speed Automatic","Santorini Black Metallic","Ebony","None reported","No",332.283838699594,5,6,15107,114900
"Toyota","Corolla Hybrid LE",2022,"Hybrid","A/T","Silver","Gray","None reported","Yes",121,1.8,4,44459,22945
"Mercedes-Benz","E-Class E 300 4MATIC",2017,"Gasoline","A/T","Blue","White","At least 1 accident or damage reported","Yes",241,2,4,31000,38000
"Mercedes-Benz","SLK-Class SLK 350",2012,"Gasoline","Transmission w/Dual Shift Mode","Gray","White","At least 1 accident or damage reported","Yes",302,3.5,6,44000,22222
"Mercedes-Benz","E-Class E 400 4MATIC",2018,"Gasoline","9-Speed Automatic","Black","Black","None reported","Yes",332.283838699594,3,6,22558,47645
"Jeep","Wrangler X",2003,"Gasoline","4-Speed A/T","Beige","Beige","None reported","Yes",210,4,6,116157,14250
"Lincoln","Navigator Premiere",2018,"Gasoline","10-Speed A/T","Black","Black","At least 1 accident or damage reported","Yes",450,3.5,6,23500,50000
"Chevrolet","Corvette Base",2008,"Gasoline","Transmission w/Dual Shift Mode","Red","Beige","None reported","Yes",430,6.2,8,28150,31000
"GMC","Yukon XL Denali",2016,"Gasoline","A/T","Black","Black","At least 1 accident or damage reported","Yes",420,6.2,8,137500,29500
"Mercedes-Benz","Metris Base",2021,"Gasoline","9-Speed Automatic","Black","Tan","None reported","Yes",332.283838699594,2,6,2284,157500
"Land","Rover Range Rover P530 SE LWB 7 Seat",2023,"Gasoline","Transmission w/Dual Shift Mode","Black","Beige","None reported","Yes",523,4.4,8,350,195000
"Ford","Explorer XLT",2017,"E85 Flex Fuel","A/T","White","Beige","None reported","Yes",290,3.5,6,169000,13000
"Ferrari","488 GTB Base",2018,"Gasoline","7-Speed Automatic with Auto-Shift","Rosso Corsa","Nero","None reported","No",332.283838699594,3.9,6,17761,243900
